soil_moisture_percent,temp_max,temp_min,temp_avg,humidity,wind_speed,days_since_irrigation,growth_stage,soil_type,soil_type_encoded,day_of_year,need_irrigation,irrigation_amount_mm
62.7,30.2,15.6,22.9,45.3,8.1,0,2,Clay,2,125,False,0.0
59.1,32.9,20.0,26.4,73.3,7.5,7,2,Sandy,1,176,False,0.0
63.9,14.0,5.8,9.9,75.8,0.4,3,1,Clay,2,242,False,0.0
40.1,20.8,9.1,15.0,48.3,1.0,9,3,Loam,3,280,False,0.0
48.3,45.1,32.2,38.7,47.4,0.1,9,3,Sandy,1,73,False,0.0
67.3,19.6,7.9,13.8,31.6,0.4,0,1,Loam,3,340,False,0.0
46.9,22.5,13.1,17.8,61.8,4.3,7,0,Loam,3,146,False,0.0
59.4,21.8,7.1,14.4,43.6,2.2,10,3,Sandy,1,336,False,0.0
55.9,28.4,15.8,22.1,62.0,0.0,0,0,Loam,3,139,False,0.0
51.8,35.7,21.6,28.6,79.1,0.1,6,1,Sandy Loam,4,150,False,0.0
46.1,15.0,0.2,7.6,61.0,4.8,7,2,Sandy,1,261,False,0.0
42.2,19.6,7.9,13.7,84.6,3.2,8,1,Clay,2,306,False,0.0
62.3,22.7,10.7,16.7,24.6,6.8,3,0,Sandy,1,235,False,0.0
66.4,12.4,2.3,7.4,63.7,4.0,2,3,Sandy Loam,4,272,False,0.0
45.9,26.5,16.1,21.3,27.0,4.2,10,2,Loam,3,10,False,0.0
27.0,32.2,22.5,27.4,52.8,1.6,10,0,Loam,3,155,True,23.0
58.3,38.4,24.2,31.3,58.5,0.7,3,2,Sandy,1,132,False,0.0
60.4,33.5,23.1,28.3,74.8,1.3,1,1,Sandy Loam,4,78,False,0.0
61.4,19.7,8.1,13.9,52.7,0.8,3,3,Clay,2,196,False,0.0
53.8,18.1,9.0,13.5,59.9,0.4,7,2,Loam,3,294,False,0.0
70.0,14.5,5.6,10.1,74.6,2.5,2,1,Clay,2,278,False,0.0
59.3,26.4,13.6,20.0,47.3,0.1,2,3,Clay,2,159,False,0.0
68.9,19.7,5.2,12.5,43.4,1.9,1,2,Clay,2,336,False,0.0
64.7,14.9,3.2,9.0,65.9,1.1,5,1,Sandy,1,286,False,0.0
57.7,26.1,13.0,19.5,95.0,1.0,6,3,Loam,3,75,False,0.0
65.8,21.6,10.5,16.0,20.0,0.7,3,1,Loam,3,156,False,0.0
51.5,24.9,16.0,20.4,69.1,0.7,9,2,Sandy,1,55,False,0.0
25.7,12.3,0.0,6.2,67.4,0.6,10,1,Clay,2,291,True,19.4
51.4,26.1,15.6,20.8,57.6,1.7,8,1,Sandy Loam,4,14,False,0.0
54.6,17.1,5.8,11.5,68.4,0.0,6,1,Loam,3,310,False,0.0
74.6,7.5,-3.8,1.8,76.4,10.8,3,1,Clay,2,252,False,0.0
50.1,29.5,18.6,24.1,32.9,1.5,6,2,Sandy,1,17,False,0.0
62.0,32.6,19.4,26.0,95.0,0.5,1,1,Clay,2,114,False,0.0
56.4,44.3,29.9,37.1,66.3,1.4,5,3,Sandy Loam,4,91,False,0.0
69.9,14.1,-0.1,7.0,54.1,0.9,0,3,Sandy Loam,4,235,False,0.0
57.5,24.3,11.1,17.7,54.8,1.3,6,2,Sandy Loam,4,312,False,0.0
53.7,24.1,9.6,16.9,76.1,0.5,7,0,Sandy,1,314,False,0.0
42.0,17.4,3.6,10.5,36.9,0.6,8,1,Sandy,1,234,True,18.0
57.8,15.4,4.6,10.0,67.1,4.0,8,3,Sandy,1,276,False,0.0
57.3,12.9,-1.8,5.6,63.5,2.5,7,2,Clay,2,323,False,0.0
73.7,17.6,3.4,10.5,56.4,1.2,2,3,Loam,3,204,False,0.0
56.3,18.0,7.9,12.9,71.4,6.8,7,1,Sandy,1,217,False,0.0
50.9,10.0,-1.1,4.5,51.1,1.5,9,1,Sandy,1,331,False,0.0
53.6,28.3,16.4,22.4,58.0,0.9,5,3,Sandy Loam,4,357,False,0.0
52.1,17.1,8.9,13.0,30.1,0.8,7,1,Sandy Loam,4,231,False,0.0
66.3,27.4,17.7,22.5,59.0,1.2,1,0,Clay,2,47,False,0.0
47.6,34.9,22.0,28.5,60.7,0.6,8,0,Loam,3,59,False,0.0
37.1,29.5,18.8,24.2,48.3,2.3,8,3,Clay,2,363,False,0.0
37.8,23.6,15.3,19.4,50.1,2.7,9,2,Clay,2,195,False,0.0
66.8,18.4,4.3,11.3,37.7,0.3,2,1,Clay,2,338,False,0.0
44.7,22.2,13.8,18.0,43.2,1.9,7,2,Loam,3,365,False,0.0
58.0,31.2,18.8,25.0,45.2,0.5,3,1,Sandy,1,148,False,0.0
38.8,33.6,21.2,27.4,49.2,0.5,7,0,Loam,3,2,True,12.6
63.1,12.4,-1.6,5.4,71.0,0.1,3,3,Sandy,1,255,False,0.0
53.2,29.9,17.8,23.8,83.0,3.9,6,3,Sandy Loam,4,112,False,0.0
54.1,16.0,7.5,11.7,75.1,2.3,8,1,Sandy,1,227,False,0.0
54.8,30.4,18.1,24.3,34.2,2.4,2,0,Clay,2,143,False,0.0
58.3,30.8,22.5,26.7,75.5,3.3,2,0,Loam,3,76,False,0.0
76.2,18.9,6.3,12.6,74.0,8.7,1,2,Loam,3,17,False,0.0
27.7,32.7,24.0,28.4,42.7,1.9,10,1,Clay,2,26,True,22.5
37.2,29.9,17.6,23.7,33.5,0.8,9,3,Clay,2,146,False,0.0
65.2,25.5,11.0,18.3,89.2,1.5,5,2,Sandy,1,185,False,0.0
47.6,14.1,-0.2,6.9,58.8,0.4,8,3,Sandy,1,189,False,0.0
42.3,30.8,20.7,25.7,56.3,0.3,4,0,Clay,2,34,False,0.0
38.9,24.3,12.6,18.4,64.8,3.0,9,1,Clay,2,169,False,0.0
43.8,33.3,24.6,29.0,64.6,3.6,9,3,Sandy,1,30,True,19.4
31.3,29.4,19.4,24.4,85.8,0.1,8,2,Loam,3,362,True,18.8
45.6,16.8,1.8,9.3,33.9,1.6,9,1,Loam,3,295,False,0.0
56.6,17.4,5.9,11.6,48.4,3.2,2,3,Sandy Loam,4,289,False,0.0
64.8,27.4,17.8,22.6,64.4,4.0,0,1,Loam,3,313,False,0.0
44.0,35.8,27.6,31.7,76.6,0.2,9,1,Sandy,1,61,True,14.8
56.1,16.6,5.7,11.1,38.5,5.7,8,2,Loam,3,213,False,0.0
58.7,20.8,11.3,16.0,50.6,2.7,4,2,Clay,2,327,False,0.0
63.7,34.9,24.7,29.8,39.6,0.8,1,0,Loam,3,35,False,0.0
68.8,22.0,11.6,16.8,71.5,7.3,2,0,Sandy Loam,4,352,False,0.0
44.7,37.3,27.0,32.2,76.1,2.1,7,3,Loam,3,100,False,0.0
45.2,23.9,11.3,17.6,51.9,0.9,10,1,Sandy Loam,4,19,False,0.0
55.2,19.7,5.5,12.6,73.1,1.2,6,3,Loam,3,236,False,0.0
45.9,26.6,12.8,19.7,71.6,2.0,8,2,Loam,3,29,False,0.0
70.5,16.3,8.2,12.2,30.8,0.1,1,2,Loam,3,275,False,0.0
51.9,35.9,25.9,30.9,27.1,2.3,6,2,Sandy,1,77,False,0.0
59.3,24.4,12.7,18.5,74.2,0.6,2,3,Clay,2,321,False,0.0
75.5,14.5,5.7,10.1,55.2,1.8,0,2,Loam,3,305,False,0.0
63.4,22.8,11.9,17.3,26.5,0.2,5,1,Sandy Loam,4,140,False,0.0
41.8,20.1,6.3,13.2,53.0,3.7,8,1,Loam,3,232,False,0.0
58.3,27.9,18.6,23.2,67.5,1.6,3,0,Loam,3,155,False,0.0
38.6,38.2,27.1,32.7,69.0,0.2,8,3,Sandy,1,48,True,19.8
47.3,42.3,32.9,37.6,52.6,0.4,5,2,Sandy Loam,4,79,False,0.0
67.1,35.2,21.8,28.5,50.6,3.7,3,1,Sandy,1,74,False,0.0
53.5,29.7,18.4,24.0,42.6,1.8,4,0,Sandy,1,19,False,0.0
57.3,32.6,19.8,26.2,81.0,1.7,7,2,Sandy,1,23,False,0.0
32.0,34.8,26.1,30.5,51.3,0.3,9,0,Loam,3,24,True,20.6
61.6,24.8,12.3,18.5,42.8,0.2,3,2,Clay,2,160,False,0.0
37.8,36.5,26.5,31.5,79.3,1.9,10,3,Loam,3,99,True,18.3
51.4,36.9,27.0,31.9,66.7,0.7,1,2,Clay,2,61,False,0.0
53.1,31.6,16.9,24.3,42.1,2.5,8,1,Sandy,1,8,False,0.0
61.7,22.8,10.9,16.8,50.2,1.4,4,1,Loam,3,180,False,0.0
55.4,12.7,3.0,7.9,73.2,0.3,9,2,Sandy,1,294,False,0.0
76.2,20.3,8.5,14.4,70.1,0.3,0,1,Sandy,1,174,False,0.0
63.6,24.8,10.5,17.7,47.9,1.2,6,0,Sandy,1,242,False,0.0
39.5,30.8,22.2,26.5,59.3,0.7,9,1,Sandy Loam,4,28,True,13.8
69.8,8.4,-4.0,2.2,66.2,4.9,4,2,Sandy Loam,4,304,False,0.0
47.9,25.5,11.8,18.6,64.4,4.8,9,3,Sandy,1,171,False,0.0
41.9,37.5,28.8,33.2,59.0,2.3,7,0,Sandy Loam,4,68,True,13.9
61.6,26.1,13.3,19.7,55.9,0.3,3,3,Sandy Loam,4,159,False,0.0
51.2,29.6,20.6,25.1,53.7,0.3,6,2,Loam,3,115,False,0.0
45.2,29.3,16.4,22.8,68.1,0.2,7,2,Loam,3,94,False,0.0
68.9,21.2,13.0,17.1,67.4,2.3,5,0,Sandy Loam,4,250,False,0.0
53.0,21.3,10.1,15.7,82.0,0.6,5,2,Clay,2,246,False,0.0
76.8,14.1,2.1,8.1,62.5,3.6,1,3,Sandy,1,310,False,0.0
54.4,33.1,21.2,27.1,78.0,7.8,8,2,Sandy,1,167,False,0.0
50.5,13.7,2.9,8.3,63.3,4.8,9,1,Sandy Loam,4,237,False,0.0
51.9,41.0,29.1,35.1,39.5,1.1,1,3,Sandy Loam,4,125,False,0.0
50.6,23.3,13.8,18.6,65.6,0.6,9,3,Sandy Loam,4,175,False,0.0
38.2,25.5,13.7,19.6,56.4,4.9,10,1,Clay,2,176,False,0.0
41.7,25.5,17.0,21.2,73.1,0.1,9,0,Sandy Loam,4,343,True,18.1
70.0,9.4,-1.9,3.8,64.2,0.5,2,3,Sandy,1,306,False,0.0
49.0,23.7,9.1,16.4,85.8,1.8,10,0,Sandy,1,158,False,0.0
51.3,18.7,5.3,12.0,49.7,2.2,7,2,Sandy Loam,4,306,False,0.0
63.1,26.7,14.1,20.4,60.2,0.3,2,1,Sandy,1,331,False,0.0
51.9,11.6,-2.7,4.5,55.7,3.4,10,1,Sandy,1,298,False,0.0
40.5,31.0,19.8,25.4,56.7,0.8,9,3,Loam,3,77,False,0.0
59.0,16.2,5.1,10.7,42.2,8.6,4,2,Clay,2,296,False,0.0
65.7,12.7,-0.9,5.9,72.5,0.1,5,3,Loam,3,292,False,0.0
56.9,32.8,20.7,26.8,78.4,1.2,4,1,Sandy Loam,4,46,False,0.0
56.5,35.3,24.8,30.0,73.8,0.4,8,0,Sandy,1,32,False,0.0
61.2,17.8,9.1,13.5,57.0,1.5,3,0,Loam,3,184,False,0.0
64.9,18.7,5.8,12.2,62.4,3.4,6,2,Sandy Loam,4,222,False,0.0
47.8,19.2,8.5,13.8,73.9,1.1,7,1,Clay,2,208,False,0.0
43.4,42.6,33.3,38.0,79.7,1.1,6,2,Sandy Loam,4,72,False,0.0
71.6,31.4,21.4,26.4,46.9,1.4,0,1,Clay,2,79,False,0.0
17.4,38.2,25.6,31.9,52.3,0.3,10,3,Clay,2,37,True,30.1
66.5,17.3,2.4,9.8,60.1,1.1,2,0,Clay,2,224,False,0.0
50.5,27.8,14.2,21.0,46.7,3.4,9,3,Sandy Loam,4,329,False,0.0
59.1,28.2,17.0,22.6,66.2,0.5,6,3,Sandy Loam,4,93,False,0.0
43.3,27.2,17.6,22.4,36.8,4.0,9,0,Sandy Loam,4,182,False,0.0
58.6,12.5,-1.5,5.5,89.2,1.3,6,2,Clay,2,256,False,0.0
42.9,9.0,-3.1,2.9,29.7,1.7,9,0,Sandy,1,280,True,19.8
85.4,14.0,1.1,7.5,56.5,0.4,1,3,Sandy,1,248,False,0.0
47.9,26.4,13.3,19.9,56.6,4.9,8,3,Loam,3,73,False,0.0
56.3,30.8,19.2,25.0,93.2,1.6,7,1,Sandy,1,41,False,0.0
50.0,16.8,3.6,10.2,45.9,0.2,9,2,Sandy,1,323,False,0.0
54.2,40.2,25.8,33.0,49.6,0.4,7,3,Sandy,1,28,False,0.0
62.0,18.8,4.4,11.6,57.6,2.5,5,3,Loam,3,263,False,0.0
58.7,17.0,7.0,12.0,41.5,1.8,9,2,Sandy,1,151,False,0.0
47.2,34.8,26.4,30.6,44.2,0.6,9,1,Sandy Loam,4,134,False,0.0
62.4,33.1,20.5,26.8,75.5,4.5,4,0,Loam,3,27,False,0.0
69.4,14.7,6.2,10.4,51.4,0.6,4,2,Sandy,1,249,False,0.0
59.4,39.9,27.6,33.7,49.9,0.7,0,2,Loam,3,68,False,0.0
44.1,26.2,14.0,20.1,52.8,0.0,5,3,Clay,2,58,False,0.0
61.1,28.8,18.9,23.8,55.6,0.3,2,3,Clay,2,90,False,0.0
61.2,17.6,3.5,10.5,79.1,0.1,2,0,Loam,3,271,False,0.0
47.4,21.2,6.7,13.9,79.3,3.3,6,3,Clay,2,305,False,0.0
61.6,25.4,15.8,20.6,58.1,1.0,3,1,Sandy Loam,4,197,False,0.0
44.3,23.5,10.4,16.9,67.4,0.4,10,0,Loam,3,296,False,0.0
63.8,34.2,20.9,27.6,65.4,0.7,2,0,Sandy,1,136,False,0.0
58.1,10.9,0.2,5.6,88.1,0.0,8,3,Loam,3,238,False,0.0
44.5,37.4,26.8,32.1,61.7,2.2,4,3,Sandy Loam,4,120,False,0.0
51.6,45.2,33.5,39.3,48.2,2.3,4,0,Sandy Loam,4,75,False,0.0
68.9,25.7,15.0,20.3,60.3,1.3,1,0,Loam,3,230,False,0.0
63.5,10.2,-2.3,4.0,62.0,1.9,5,2,Sandy Loam,4,273,False,0.0
51.8,27.9,18.0,22.9,60.5,2.0,10,2,Sandy,1,139,False,0.0
47.6,12.9,2.1,7.5,20.0,2.8,8,1,Clay,2,300,False,0.0
37.4,27.3,14.6,20.9,43.7,1.6,8,2,Clay,2,173,False,0.0
57.1,21.9,9.2,15.5,68.8,0.3,6,0,Sandy,1,6,False,0.0
66.5,30.0,18.3,24.2,64.4,2.0,3,2,Sandy Loam,4,51,False,0.0
43.7,27.9,18.2,23.0,69.9,0.5,9,0,Sandy,1,146,True,17.1
60.8,34.3,25.9,30.1,45.1,1.1,1,0,Clay,2,48,False,0.0
26.2,34.5,20.5,27.5,47.4,2.8,10,3,Clay,2,45,True,18.3
69.6,22.8,10.9,16.9,60.3,1.5,2,0,Clay,2,332,False,0.0
55.3,31.2,21.2,26.2,20.0,1.3,4,3,Sandy,1,130,False,0.0
66.4,20.5,7.7,14.1,64.4,1.0,2,2,Loam,3,219,False,0.0
61.0,20.6,10.7,15.7,37.4,3.2,6,3,Sandy,1,38,False,0.0
65.1,16.5,1.5,9.0,57.4,0.2,2,2,Loam,3,171,False,0.0
65.9,15.6,7.1,11.3,31.6,0.1,2,3,Clay,2,226,False,0.0
57.0,21.9,10.5,16.2,30.8,1.6,3,3,Clay,2,331,False,0.0
77.4,7.2,-5.3,0.9,58.5,0.6,1,2,Sandy Loam,4,315,False,0.0
72.1,26.7,18.2,22.5,36.1,2.9,0,3,Loam,3,18,False,0.0
52.1,10.9,1.8,6.3,59.1,3.0,10,0,Sandy,1,255,False,0.0
40.8,25.8,16.0,20.9,31.3,0.5,9,3,Loam,3,200,False,0.0
58.3,27.4,15.8,21.6,54.9,2.6,6,3,Sandy Loam,4,2,False,0.0
70.9,24.0,10.1,17.1,55.8,0.3,0,1,Sandy,1,207,False,0.0
50.9,15.9,1.2,8.5,70.2,1.6,9,0,Sandy Loam,4,197,False,0.0
41.9,19.6,5.1,12.3,44.2,2.2,10,2,Loam,3,275,False,0.0
59.0,30.1,19.3,24.7,60.8,0.7,8,2,Sandy,1,156,False,0.0
45.9,23.9,15.4,19.7,48.6,0.9,10,2,Sandy Loam,4,175,False,0.0
38.2,42.8,33.5,38.1,57.0,5.4,10,3,Sandy,1,104,True,21.4
36.5,37.6,27.5,32.5,27.3,0.2,10,0,Sandy Loam,4,98,True,18.9
57.4,24.9,14.4,19.7,60.7,1.3,3,3,Sandy,1,353,False,0.0
47.6,37.1,28.9,33.0,62.2,1.7,7,1,Sandy,1,72,False,0.0
49.0,22.3,13.9,18.1,49.8,3.6,8,3,Loam,3,200,False,0.0
56.9,15.2,0.4,7.8,47.6,0.6,5,0,Sandy,1,231,False,0.0
66.0,26.2,15.9,21.1,21.4,8.6,1,3,Sandy,1,29,False,0.0
43.7,35.3,21.6,28.4,52.2,0.1,9,1,Sandy Loam,4,109,False,0.0
56.5,40.1,25.6,32.8,95.0,0.4,7,1,Sandy,1,120,False,0.0
49.9,17.0,8.9,13.0,44.8,1.8,10,1,Sandy,1,335,False,0.0
67.9,33.0,24.8,28.9,68.8,0.7,1,2,Sandy,1,67,False,0.0
70.1,22.2,9.9,16.1,80.6,3.1,1,0,Sandy,1,234,False,0.0
60.8,17.5,5.3,11.4,53.0,3.7,3,0,Clay,2,255,False,0.0
68.2,15.3,4.9,10.1,84.1,5.1,1,2,Sandy Loam,4,219,False,0.0
51.2,23.9,11.9,17.9,44.8,0.1,3,2,Clay,2,351,False,0.0
74.2,23.7,11.5,17.6,59.9,1.0,1,0,Loam,3,24,False,0.0
57.5,28.2,19.3,23.7,53.5,0.9,5,1,Sandy Loam,4,141,False,0.0
67.2,10.0,0.9,5.4,54.4,3.2,2,0,Clay,2,284,False,0.0
64.8,35.8,22.3,29.1,47.8,2.0,0,1,Sandy Loam,4,52,False,0.0
72.3,13.2,4.7,9.0,79.9,1.7,1,1,Sandy,1,250,False,0.0
42.1,28.8,16.2,22.5,53.7,3.7,7,3,Loam,3,362,False,0.0
35.7,30.0,21.2,25.6,79.4,4.0,8,2,Clay,2,355,False,0.0
47.0,13.1,2.2,7.7,73.0,1.9,9,0,Clay,2,231,False,0.0
55.4,37.2,24.2,30.7,52.5,2.5,5,2,Sandy,1,93,False,0.0
66.7,15.4,7.4,11.4,52.5,0.0,1,1,Clay,2,215,False,0.0
57.3,20.5,5.6,13.1,27.1,1.9,7,1,Loam,3,272,False,0.0
62.5,20.5,7.9,14.2,54.5,3.8,3,0,Loam,3,321,False,0.0
60.6,33.4,19.8,26.6,78.4,8.0,2,3,Sandy Loam,4,58,False,0.0
53.5,31.9,19.2,25.6,39.1,5.3,10,0,Sandy,1,82,False,0.0
51.1,24.6,14.6,19.6,49.1,1.8,5,2,Sandy Loam,4,187,False,0.0
67.7,21.5,7.8,14.6,75.4,0.4,1,0,Sandy Loam,4,316,False,0.0
63.2,30.7,16.2,23.4,78.8,2.9,0,1,Clay,2,27,False,0.0
58.6,19.2,7.6,13.4,75.9,1.1,7,1,Sandy,1,249,False,0.0
51.3,16.1,4.0,10.0,67.5,0.3,10,1,Sandy Loam,4,304,False,0.0
61.0,27.0,17.4,22.2,72.0,4.3,3,2,Sandy,1,167,False,0.0
57.9,29.4,19.8,24.6,56.5,2.6,6,1,Sandy Loam,4,51,False,0.0
37.7,30.9,22.3,26.6,49.1,3.0,6,0,Sandy Loam,4,113,True,15.5
48.1,24.2,14.7,19.4,37.9,1.5,6,1,Sandy Loam,4,75,False,0.0
50.8,20.8,11.9,16.3,77.1,1.5,4,2,Clay,2,192,False,0.0
56.0,39.2,28.8,34.0,64.3,2.6,4,0,Sandy,1,104,False,0.0
47.5,43.6,34.9,39.2,74.6,0.1,6,3,Sandy Loam,4,70,False,0.0
25.1,46.9,33.6,40.3,28.5,0.2,9,2,Clay,2,88,True,19.2
77.6,22.8,9.3,16.1,64.7,1.4,1,1,Clay,2,81,False,0.0
47.3,24.3,10.3,17.3,47.3,0.4,9,1,Sandy Loam,4,211,False,0.0
56.5,9.6,-4.3,2.6,45.3,2.1,6,0,Loam,3,243,False,0.0
40.4,38.4,28.7,33.5,67.3,1.1,9,1,Sandy Loam,4,127,True,15.3
67.3,35.0,20.6,27.8,64.3,2.5,0,3,Sandy,1,77,False,0.0
50.7,27.3,12.4,19.9,61.1,5.1,8,3,Sandy,1,21,False,0.0
57.4,21.9,10.6,16.2,67.4,1.2,7,3,Sandy,1,202,False,0.0
56.1,35.4,26.9,31.2,59.1,0.5,3,3,Sandy,1,124,False,0.0
67.1,21.9,11.3,16.6,34.9,1.7,0,0,Clay,2,68,False,0.0
43.0,13.9,1.2,7.6,79.3,2.2,9,3,Clay,2,246,False,0.0
70.9,18.5,10.3,14.4,57.2,4.9,2,3,Sandy Loam,4,299,False,0.0
51.2,27.0,16.2,21.6,70.7,0.1,10,3,Loam,3,361,False,0.0
68.7,23.9,9.9,16.9,35.8,2.0,5,3,Sandy,1,1,False,0.0
41.6,16.9,8.7,12.8,67.5,0.2,9,2,Sandy Loam,4,272,True,18.2
34.7,12.4,0.4,6.4,59.8,0.8,9,0,Clay,2,278,True,17.4
72.0,25.9,12.7,19.3,70.9,0.5,0,2,Sandy,1,172,False,0.0
58.1,31.7,21.0,26.3,71.1,0.8,5,0,Sandy Loam,4,57,False,0.0
63.8,24.2,14.9,19.5,57.9,3.9,2,1,Sandy,1,188,False,0.0
56.4,20.4,10.8,15.6,53.4,1.1,9,3,Sandy,1,172,False,0.0
59.6,23.1,13.6,18.4,60.5,8.9,5,2,Clay,2,360,False,0.0
62.9,28.6,17.1,22.8,59.2,0.6,0,2,Sandy Loam,4,137,False,0.0
40.1,29.3,18.7,24.0,69.1,2.6,8,3,Sandy Loam,4,33,True,19.2
67.3,15.4,1.6,8.5,86.1,0.2,7,2,Sandy Loam,4,270,False,0.0
58.2,18.2,7.6,12.9,44.0,0.6,7,1,Sandy,1,318,False,0.0
62.7,29.9,21.3,25.6,67.4,1.3,1,2,Clay,2,45,False,0.0
55.3,33.6,24.5,29.1,49.3,3.7,7,1,Sandy,1,56,False,0.0
49.2,33.4,19.2,26.3,66.8,1.0,6,2,Sandy,1,78,False,0.0
54.7,21.9,10.1,16.0,54.8,0.6,5,3,Clay,2,350,False,0.0
62.6,20.2,9.1,14.6,72.1,0.1,3,2,Sandy,1,216,False,0.0
48.5,26.5,18.4,22.5,61.0,5.4,6,2,Clay,2,33,False,0.0
50.0,21.7,11.3,16.5,67.2,6.9,9,3,Loam,3,297,False,0.0
61.6,23.0,10.1,16.5,63.0,1.5,4,3,Sandy Loam,4,341,False,0.0
60.1,10.3,1.4,5.9,63.7,1.3,4,1,Loam,3,291,False,0.0
53.8,33.8,22.4,28.1,38.9,6.0,2,0,Loam,3,117,False,0.0
52.5,15.8,5.8,10.8,71.2,0.7,8,1,Clay,2,181,False,0.0
61.1,23.8,14.6,19.2,53.5,6.8,2,1,Clay,2,147,False,0.0
49.8,28.9,20.1,24.5,50.2,0.2,7,1,Loam,3,122,False,0.0
30.2,31.0,20.5,25.7,59.8,0.2,10,0,Clay,2,134,True,19.2
45.2,26.6,11.8,19.2,62.1,3.1,7,2,Clay,2,163,False,0.0
75.3,17.3,2.5,9.9,36.3,3.7,0,0,Loam,3,277,False,0.0
53.3,18.5,4.0,11.3,51.6,0.5,5,3,Clay,2,208,False,0.0
40.2,37.5,29.5,33.5,75.5,1.6,7,2,Loam,3,80,False,0.0
57.3,34.4,19.7,27.0,42.3,4.4,5,3,Clay,2,149,False,0.0
64.7,18.7,9.9,14.3,67.8,6.8,2,0,Sandy Loam,4,353,False,0.0
54.7,21.9,10.1,16.0,33.7,0.2,6,0,Loam,3,348,False,0.0
59.5,32.2,18.4,25.3,57.2,0.8,1,2,Sandy Loam,4,317,False,0.0
48.0,40.2,31.8,36.0,69.8,0.0,4,1,Clay,2,168,False,0.0
42.2,39.7,31.6,35.6,52.4,2.8,8,0,Sandy Loam,4,101,False,0.0
41.9,16.7,7.4,12.1,51.7,1.7,10,0,Loam,3,202,False,0.0
66.2,19.6,8.8,14.2,68.2,1.0,6,2,Sandy Loam,4,185,False,0.0
55.5,31.3,23.2,27.3,30.1,0.0,4,2,Loam,3,191,False,0.0
61.2,15.6,1.5,8.5,57.0,0.9,7,1,Sandy,1,229,False,0.0
51.1,24.9,11.3,18.1,62.7,5.7,6,1,Loam,3,213,False,0.0
73.6,21.1,12.1,16.6,46.2,1.3,3,1,Sandy,1,213,False,0.0
46.8,28.3,16.9,22.6,81.6,0.7,9,0,Loam,3,156,False,0.0
60.5,21.5,12.9,17.2,47.3,0.2,6,2,Sandy Loam,4,193,False,0.0
67.4,36.3,24.4,30.4,57.7,1.7,2,1,Clay,2,90,False,0.0
56.5,26.8,16.8,21.8,77.4,1.5,4,0,Sandy Loam,4,196,False,0.0
74.1,19.6,9.5,14.6,60.9,0.7,0,1,Sandy Loam,4,300,False,0.0
62.8,27.9,18.8,23.3,64.4,0.4,1,3,Loam,3,2,False,0.0
65.9,20.2,7.6,13.9,25.1,2.6,2,3,Loam,3,335,False,0.0
71.2,11.0,-3.3,3.9,95.0,3.4,1,0,Clay,2,252,False,0.0
57.4,33.6,22.2,27.9,52.9,2.4,9,2,Sandy,1,142,False,0.0
69.4,18.6,6.6,12.6,44.2,2.2,1,3,Loam,3,247,False,0.0
63.7,34.4,22.8,28.6,65.9,0.8,2,2,Sandy,1,192,False,0.0
61.9,20.0,11.6,15.8,58.5,2.8,2,3,Loam,3,298,False,0.0
48.9,24.8,15.6,20.2,81.8,4.5,6,2,Loam,3,183,False,0.0
68.2,11.0,-3.4,3.8,72.3,0.2,4,0,Loam,3,326,False,0.0
45.8,28.3,16.6,22.4,72.2,0.4,10,1,Sandy,1,150,False,0.0
44.2,27.6,14.2,20.9,47.7,0.3,5,2,Clay,2,94,False,0.0
73.8,25.7,12.1,18.9,34.1,1.2,1,2,Loam,3,351,False,0.0
74.0,11.1,-1.0,5.1,64.1,0.8,2,0,Clay,2,274,False,0.0
68.3,11.8,1.8,6.8,66.9,0.3,5,3,Sandy Loam,4,266,False,0.0
56.8,32.2,23.5,27.8,40.0,1.6,3,1,Clay,2,84,False,0.0
53.4,25.8,13.5,19.7,65.6,0.5,7,3,Sandy,1,287,False,0.0
29.3,35.3,26.5,30.9,37.9,1.6,7,0,Clay,2,40,True,19.8
58.2,20.2,10.0,15.1,64.2,2.7,7,1,Loam,3,179,False,0.0
68.7,10.4,-1.2,4.6,80.5,3.3,4,1,Loam,3,306,False,0.0
75.5,18.9,5.7,12.3,49.7,0.7,2,1,Sandy,1,15,False,0.0
68.6,30.1,21.1,25.6,57.5,5.3,2,2,Clay,2,356,False,0.0
58.5,37.4,28.5,32.9,71.5,3.5,1,3,Sandy,1,108,False,0.0
59.9,30.1,21.9,26.0,76.2,0.2,0,3,Sandy Loam,4,40,False,0.0
61.1,33.1,24.4,28.7,74.6,0.2,1,3,Sandy,1,101,False,0.0
62.0,31.5,23.2,27.3,78.5,1.8,1,0,Loam,3,130,False,0.0
66.8,30.6,16.2,23.4,57.3,0.5,2,1,Clay,2,64,False,0.0
66.5,20.5,10.0,15.3,68.1,0.4,4,1,Sandy,1,344,False,0.0
39.8,16.3,5.8,11.0,62.6,4.0,8,1,Clay,2,297,False,0.0
58.4,16.5,8.0,12.2,59.9,2.3,3,1,Sandy,1,292,False,0.0
65.4,27.5,18.3,22.9,32.8,0.2,3,0,Sandy,1,145,False,0.0
46.4,16.6,2.6,9.6,77.9,14.3,9,2,Sandy Loam,4,259,False,0.0
56.4,30.1,19.0,24.6,55.5,0.7,5,1,Sandy,1,95,False,0.0
70.6,21.1,10.2,15.6,71.6,0.2,1,3,Clay,2,195,False,0.0
46.2,33.2,24.3,28.8,56.2,0.7,7,1,Sandy,1,161,False,0.0
